id	nr_urz	miasto	woj	powiat	gmina	rodzaj_urzedu	urzad	kod	adres	nazwa_bel_1	nazwa_bel_2	odes³anie_do_starostwa	skrot	nazwa_1	nazwa_2	nazwa_ca³a	konto_oplat_geodezyjnych	jaka nazwa
1529	301	Nowy Korczyn	œwiêtokrzyskie	buski	Nowy Korczyn	10	Urz¹d Gminy	28-136	ul. Krakowska 1	Urz¹d Gminy	w Nowym Korczynie	298	UMNowym Korczynie	Urz¹d Gminy w Nowym Korczynie		Urz¹d Gminy w Nowym Korczynie		
226	302	Busko-Zdrój	œwiêtokrzyskie	buski	Busko-Zdrój	9	Urz¹d Miasta i Gminy	28-100	ul. Mickiewicza 10	Urz¹d Miasta i Gminy	w Busku-Zdroju	298	UMBusku-Zdroju	Urz¹d Miasta i Gminy w Busku-Zdroju		Urz¹d Miasta i Gminy w Busku-Zdroju		
2613	303	Wiœlica	œwiêtokrzyskie	buski	Wiœlica	10	Urz¹d Gminy	28-160	ul. Okopowa 8	Urz¹d Gminy	w Wiœlicy	298	UMWiœlicy	Urz¹d Gminy w Wiœlicy		Urz¹d Gminy w Wiœlicy		
1667	304	Pacanów	œwiêtokrzyskie	buski	Pacanów	10	Urz¹d Gminy	28-133	ul. Rynek 15	Urz¹d Gminy	Pacanów	298	UMPacanów	Urz¹d Gminy Pacanów		Urz¹d Gminy Pacanów		
557	305	Gnojno	œwiêtokrzyskie	buski	Gnojno	10	Urz¹d Gminy	28-114	Gnojno 145	Urz¹d Gminy	w Gnojnie	298	UMGnojnie	Urz¹d Gminy w Gnojnie		Urz¹d Gminy w Gnojnie		
2467	306	Tuczêpy	œwiêtokrzyskie	buski	Tuczêpy	10	Urz¹d Gminy	28-142	Tuczêpy 35	Urz¹d Gminy	Tuczêpy	298	UMTuczêpy	Urz¹d Gminy Tuczêpy		Urz¹d Gminy Tuczêpy		
963	307	Koronowo	kujawsko-pomorskie	bydgoski	Koronowo	9	Urz¹d Miasta i Gminy	86-010	Pl. Zwyciêstwa 1	Urz¹d Miejski	w Koronowie	315	UMKoronowie	Urz¹d Miejski w Koronowie		Urz¹d Miejski w Koronowie		
1623	308	Osielsko	kujawsko-pomorskie	bydgoski	Osielsko	10	Urz¹d Gminy	86-031	ul. Szosa Gdañska 55a	Urz¹d Gminy	Osielsko	315	UMOsielsko	Urz¹d Gminy Osielsko		Urz¹d Gminy Osielsko		
2168	309	Solec Kujawski	kujawsko-pomorskie	bydgoski	Solec Kujawski	9	Urz¹d Miasta i Gminy	86-050	ul. 23 Stycznia 7	Urz¹d Miasta i Gminy	Solec Kujawski	315	UMSolec Kujawski	Urz¹d Miasta i Gminy Solec Kujawski		Urz¹d Miasta i Gminy Solec Kujawski		
385	310	D¹browa Che³miñska	kujawsko-pomorskie	bydgoski	D¹browa Che³miñska	10	Urz¹d Gminy	86-070	ul. Bydgoska 21	Urz¹d Gminy	w D¹browie Che³miñskiej	315	UMD¹browie Che³miñskiej	Urz¹d Gminy w D¹browie Che³miñskiej		Urz¹d Gminy w D¹browie Che³miñskiej		
417	311	Dobrcz	kujawsko-pomorskie	bydgoski	Dobrcz	10	Urz¹d Gminy	86-022	ul. D³uga 50	Urz¹d Gminy	w Dobrczu	315	UMDobrczu	Urz¹d Gminy w Dobrczu		Urz¹d Gminy w Dobrczu		
2061	312	Sicienko	kujawsko-pomorskie	bydgoski	Sicienko	10	Urz¹d Gminy	86-014	ul. Mrotecka 9	Urz¹d Gminy	w Sicienku	315	UMSicienku	Urz¹d Gminy w Sicienku		Urz¹d Gminy w Sicienku		
1500	313	Nowa Wieœ Wielka	kujawsko-pomorskie	bydgoski	Nowa Wieœ Wielka	10	Urz¹d Gminy	86-060	ul. Ogrodowa 2	Urz¹d Gminy	Nowa Wieœ Wielka	315	UMNowa Wieœ Wielka	Urz¹d Gminy Nowa Wieœ Wielka		Urz¹d Gminy Nowa Wieœ Wielka		
70	314	Bia³e B³ota	kujawsko-pomorskie	bydgoski	Bia³e B³ota	10	Urz¹d Gminy	86-005	ul. Szubiñska 7	Urz¹d Gminy	Bia³e B³ota	315	UMBia³e B³ota	Urz¹d Gminy Bia³e B³ota		Urz¹d Gminy Bia³e B³ota		
229	315	Bydgoszcz	kujawsko-pomorskie	bydgoski	Bydgoszcz	4	Starostwo Powiatowe	85-002	ul. Zygmunta Augusta 3a, Skr. poczt. nr 2			0	SPBydgoszczy	Starostwo Powiatowe w Bydgoszczy		Starostwo Powiatowe w Bydgoszczy	a25132011172032615920000162	
325	316	Czarna D¹brówka	pomorskie	bytowski	Czarna D¹brówka	10	Urz¹d Gminy	77-116	ul. Gdañska 5	Urz¹d Gminy	Czarna D¹brówka	318	UMCzarna D¹brówka	Urz¹d Gminy Czarna D¹brówka		Urz¹d Gminy Czarna D¹brówka		
239	317	Bytów	pomorskie	bytowski	Bytów	9	Urz¹d Miasta i Gminy	77-100	ul. 1 Maja 15	Urz¹d Miejski	w Bytowie	318	UMBytowie	Urz¹d Miejski w Bytowie		Urz¹d Miejski w Bytowie		
238	318	Bytów	pomorskie	bytowski	Bytów	4	Starostwo Powiatowe	77-100	ul. Ks. dr. B. Domañskiego 2			0	SPBytowie	Starostwo Powiatowe w Bytowie		Starostwo Powiatowe w Bytowie	a45102047080000710200045104	
1334	319	Miastko	pomorskie	bytowski	Miastko	9	Urz¹d Miasta i Gminy	77-200	ul. Grunwaldzka 1	Urz¹d Miejski	w Miastku	318	UMMiastku	Urz¹d Miejski w Miastku		Urz¹d Miejski w Miastku		
2265	320	Studzienice	pomorskie	bytowski	Studzienice	10	Urz¹d Gminy	77-143	ul. Kaszubska 9	Urz¹d Gminy	Studzienice	318	UMStudzienice	Urz¹d Gminy Studzienice		Urz¹d Gminy Studzienice		
1681	321	Parchowo	pomorskie	bytowski	Parchowo	10	Urz¹d Gminy	77-124	ul. Krótka 2	Urz¹d Gminy	Parchowo	318	UMParchowo	Urz¹d Gminy Parchowo		Urz¹d Gminy Parchowo		
1146	322	Lipnica	pomorskie	bytowski	Lipnica	10	Urz¹d Gminy	77-130	ul. S³omiñskiego 19	Urz¹d Gminy	Lipnica	318	UMLipnica	Urz¹d Gminy Lipnica		Urz¹d Gminy Lipnica		
930	323	Ko³czyg³owy	pomorskie	bytowski	Ko³czyg³owy	10	Urz¹d Gminy	77-140	ul. S³upska 56	Urz¹d Gminy	w Ko³czyg³owach	318	UMKo³czyg³owach	Urz¹d Gminy w Ko³czyg³owach		Urz¹d Gminy w Ko³czyg³owach		
2465	324	Tuchomie	pomorskie	bytowski	Tuchomie	10	Urz¹d Gminy	77-133	ul. Sobieskiego 16	Urz¹d Gminy	Tuchomie	318	UMTuchomie	Urz¹d Gminy Tuchomie		Urz¹d Gminy Tuchomie		
166	325	Borzytuchom	pomorskie	bytowski	Borzytuchom	10	Urz¹d Gminy	77-141	ul. Zwyciêstwa 56	Urz¹d Gminy	w Borzytuchomiu	318	UMBorzytuchomiu	Urz¹d Gminy w Borzytuchomiu		Urz¹d Gminy w Borzytuchomiu		
2453	326	Trzebielino	pomorskie	bytowski	Trzebielino	10	Urz¹d Gminy	77-235	Trzebielino 7a	Urz¹d Gminy	Trzebielino	318	UMTrzebielino	Urz¹d Gminy Trzebielino		Urz¹d Gminy Trzebielino		
1160	327	Lisewo	kujawsko-pomorskie	che³miñski	Lisewo	10	Urz¹d Gminy	86-230	ul. Che³miñska 2	Urz¹d Gminy	w Lisewie	2826	UMLisewie	Urz¹d Gminy w Lisewie		Urz¹d Gminy w Lisewie		
256	328	Che³mno	kujawsko-pomorskie	che³miñski	Che³mno	10	Urz¹d Gminy	86-200	ul. Dworcowa 1	Urz¹d Gminy	Che³mno	2826	UMChe³mno	Urz¹d Gminy Che³mno		Urz¹d Gminy Che³mno		
257	329	Che³mno	kujawsko-pomorskie	che³miñski	Che³mno	8	Urz¹d Miasta	86-200	ul. Dworcowa 1	Urz¹d Miasta	Che³mno	2826	UMChe³mno	Urz¹d Miasta Che³mno		Urz¹d Miasta Che³mno		
2502	330	Unis³aw	kujawsko-pomorskie	che³miñski	Unis³aw	10	Urz¹d Gminy	86-260	ul. Parkowa 20	Urz¹d Gminy	Unis³aw	2826	UMUnis³aw	Urz¹d Gminy Unis³aw		Urz¹d Gminy Unis³aw		
867	331	Kijewo Królewskie	kujawsko-pomorskie	che³miñski	Kijewo Królewskie	10	Urz¹d Gminy	86-253	ul. Toruñska 2	Urz¹d Gminy	Kijewo Królewskie	2826	UMKijewo Królewskie	Urz¹d Gminy Kijewo Królewskie		Urz¹d Gminy Kijewo Królewskie		
1678	332	Papowo Biskupie	kujawsko-pomorskie	che³miñski	Papowo Biskupie	10	Urz¹d Gminy	86-221	Papowo Biskupie 128	Urz¹d Gminy	Papowo Biskupie	2826	UMPapowo Biskupie	Urz¹d Gminy Papowo Biskupie		Urz¹d Gminy Papowo Biskupie		
2237	333	Stolno	kujawsko-pomorskie	che³miñski	Stolno	10	Urz¹d Gminy	86-212	Stolno 112	Urz¹d Gminy	Stolno	2826	UMStolno	Urz¹d Gminy Stolno		Urz¹d Gminy Stolno		
1946	334	Rejowiec Fabryczny	lubelskie	che³mski	Rejowiec Fabryczny	8	Urz¹d Miasta	22-169	ul. Lubelska 16	Urz¹d Miasta	Rejowiec Fabryczny	335	UMRejowiec Fabryczny	Urz¹d Miasta Rejowiec Fabryczny		Urz¹d Miasta Rejowiec Fabryczny		
251	335	Che³m	lubelskie	che³mski	Che³m	4	Starostwo Powiatowe	22-100	Pl. Niepodleg³oœci 1			0	SPChe³mie	Starostwo Powiatowe w Che³mie		Starostwo Powiatowe w Che³mie	a89102015630000580200137604	
252	336	Che³m Pokrówka	lubelskie	che³mski	Che³m	10	Urz¹d Gminy	22-100	ul. Gminna 18	Urz¹d Gminy	Che³m	335	UMChe³m	Urz¹d Gminy Che³m		Urz¹d Gminy Che³m		
459	337	Dubienka	lubelskie	che³mski	Dubienka	10	Urz¹d Gminy	22-145	ul. 3 Maja 6	Urz¹d Gminy	Dubienka	335	UMDubienka	Urz¹d Gminy Dubienka		Urz¹d Gminy Dubienka		
77	338	Bia³opole	lubelskie	che³mski	Bia³opole	10	Urz¹d Gminy	22-135	ul. Che³mska 1	Urz¹d Gminy	Bia³opole	335	UMBia³opole	Urz¹d Gminy Bia³opole		Urz¹d Gminy Bia³opole		
2045	339	Sawin	lubelskie	che³mski	Sawin	10	Urz¹d Gminy	22-107	ul. Chutecka 12	Urz¹d Gminy	Sawin	335	UMSawin	Urz¹d Gminy Sawin		Urz¹d Gminy Sawin		
680	340	Hrubieszów	lubelskie	hrubieszowski	Hrubieszów	8	Urz¹d Miasta	22-500	ul. Dobrzañskiego Hubala 1	Urz¹d Miasta	Hrubieszów	673	UMHrubieszów	Urz¹d Miasta Hrubieszów		Urz¹d Miasta Hrubieszów		
441	342	Dorohusk	lubelskie	che³mski	Dorohusk	10	Urz¹d Gminy	22-175	ul. I Armii WP 50	Urz¹d Gminy	Dorohusk	335	UMDorohusk	Urz¹d Gminy Dorohusk		Urz¹d Gminy Dorohusk		
1945	343	Rejowiec Fabryczny	lubelskie	che³mski	Rejowiec Fabryczny	10	Urz¹d Gminy	22-170	ul. Lubelska 16	Urz¹d Gminy	Rejowiec Fabryczny	335	UMRejowiec Fabryczny	Urz¹d Gminy Rejowiec Fabryczny		Urz¹d Gminy Rejowiec Fabryczny		
1977	344	Ruda-Huta	lubelskie	che³mski	Ruda-Huta	10	Urz¹d Gminy	22-110	ul. Niepodleg³oœci 44	Urz¹d Gminy	Ruda-Huta	335	UMRuda-Huta	Urz¹d Gminy Ruda-Huta		Urz¹d Gminy Ruda-Huta		
2649	345	Wojs³awice	lubelskie	che³mski	Wojs³awice	10	Urz¹d Gminy	22-120	ul. Rynek 20b	Urz¹d Gminy	Wojs³awice	335	UMWojs³awice	Urz¹d Gminy Wojs³awice		Urz¹d Gminy Wojs³awice		
2069	346	Siedliszcze	lubelskie	che³mski	Siedliszcze	10	Urz¹d Gminy	22-130	ul. Szpitalna 15a	Urz¹d Gminy	Siedliszcze	335	UMSiedliszcze	Urz¹d Gminy Siedliszcze		Urz¹d Gminy Siedliszcze		
816	347	Kamieñ	lubelskie	che³mski	Kamieñ	10	Urz¹d Gminy	22-113	ul. Diamentowa 15	Urz¹d Gminy	Kamieñ	335	UMKamieñ	Urz¹d Gminy Kamieñ		Urz¹d Gminy Kamieñ		
1119	348	Leœniowice	lubelskie	che³mski	Leœniowice	10	Urz¹d Gminy	22-122	Leœniowice 21a	Urz¹d Gminy	Leœniowice	335	UMLeœniowice	Urz¹d Gminy Leœniowice		Urz¹d Gminy Leœniowice		
2588	349	Wierzbica-Osiedle	lubelskie	che³mski	Wierzbica	10	Urz¹d Gminy	22-150	ul. W³odawska 1	Urz¹d Gminy	Wierzbica	335	UMWierzbica	Urz¹d Gminy Wierzbica		Urz¹d Gminy Wierzbica		
2806	350	¯mudŸ	lubelskie	che³mski	¯mudŸ	10	Urz¹d Gminy	22-114	¯mudŸ 2	Urz¹d Gminy	¯mudŸ	335	UM¯mudŸ	Urz¹d Gminy ¯mudŸ		Urz¹d Gminy ¯mudŸ		
2301	351	Szamocin	wielkopolskie	chodzieski	Szamocin	9	Urz¹d Miasta i Gminy	64-820	Pl. Wolnoœci 19	Urz¹d Miasta i Gminy	w Szamocinie	356	UMSzamocinie	Urz¹d Miasta i Gminy w Szamocinie		Urz¹d Miasta i Gminy w Szamocinie		
1317	352	Margonin	wielkopolskie	chodzieski	Margonin	9	Urz¹d Miasta i Gminy	64-830	ul. Koœciuszki 13	Urz¹d Miasta i Gminy	Margonin	356	UMMargonin	Urz¹d Miasta i Gminy Margonin		Urz¹d Miasta i Gminy Margonin		
217	353	Budzyñ	wielkopolskie	chodzieski	Budzyñ	10	Urz¹d Gminy	64-840	ul. Lipowa 6	Urz¹d Gminy	Budzyñ	356	UMBudzyñ	Urz¹d Gminy Budzyñ		Urz¹d Gminy Budzyñ		
276	354	Chodzie¿	wielkopolskie	chodzieski	Chodzie¿	10	Urz¹d Gminy	64-800	ul. Notecka 28	Urz¹d Gminy	Chodzie¿	356	UMChodzie¿	Urz¹d Gminy Chodzie¿		Urz¹d Gminy Chodzie¿		
277	355	Chodzie¿	wielkopolskie	chodzieski	Chodzie¿	8	Urz¹d Miasta	64-800	ul. Paderewskiego 2	Urz¹d Miejski	w Chodzie¿y	356	UMChodzie¿y	Urz¹d Miejski w Chodzie¿y		Urz¹d Miejski w Chodzie¿y		
275	356	Chodzie¿	wielkopolskie	chodzieski	Chodzie¿	4	Starostwo Powiatowe	64-800	ul. Paderewskiego 2			0	SPChodzie¿y	Starostwo Powiatowe w Chodzie¿y		Starostwo Powiatowe w Chodzie¿y	a11894500020026200420000020	
281	357	Chojnice	pomorskie	chojnicki	Chojnice	8	Urz¹d Miasta	89-600	ul. Stary Rynek 1	Urz¹d Miejski	w Chojnicach	358	UMChojnicach	Urz¹d Miejski w Chojnicach		Urz¹d Miejski w Chojnicach		
279	358	Chojnice	pomorskie	chojnicki	Chojnice	4	Starostwo Powiatowe	89-600	ul. Czuchowska 38			0	SPChojnicach	Starostwo Powiatowe w Chojnicach		Starostwo Powiatowe w Chojnicach	a50816200030019000420000030	
280	359	Chojnice	pomorskie	chojnicki	Chojnice	10	Urz¹d Gminy	89-600	ul. 31 Stycznia 56a	Urz¹d Gminy	Chojnice	358	UMChojnice	Urz¹d Gminy Chojnice		Urz¹d Gminy Chojnice		
353	360	Czersk	pomorskie	chojnicki	Czersk	9	Urz¹d Miasta i Gminy	89-650	ul. Koœciuszki 27	Urz¹d Miejski	w Czersku	358	UMCzersku	Urz¹d Miejski w Czersku		Urz¹d Miejski w Czersku		
189	361	Brusy	pomorskie	chojnicki	Brusy	9	Urz¹d Miasta i Gminy	89-632	ul. Na Zaborach 1	Urz¹d Miejski	w Brusach	358	UMBrusach	Urz¹d Miejski w Brusach		Urz¹d Miejski w Brusach		
942	362	Konarzyny	pomorskie	chojnicki	Konarzyny	10	Urz¹d Gminy	89-607	ul. Szkolna 7	Urz¹d Gminy	Konarzyny	358	UMKonarzyny	Urz¹d Gminy Konarzyny		Urz¹d Gminy Konarzyny		
1697	363	Pe³czyce	zachodniopomorskie	choszczeñski	Pe³czyce	9	Urz¹d Miasta i Gminy	73-260	ul. Rynek Bursztynowy 2	Urz¹d Miejski	w Pe³czycach	366	UMPe³czycach	Urz¹d Miejski w Pe³czycach		Urz¹d Miejski w Pe³czycach		
102	364	Bierzwnik	zachodniopomorskie	choszczeñski	Bierzwnik	10	Urz¹d Gminy	73-240	ul. Kopernika 2	Urz¹d Gminy	w Bierzwniku	366	UMBierzwniku	Urz¹d Gminy w Bierzwniku		Urz¹d Gminy w Bierzwniku		
444	365	Drawno	zachodniopomorskie	choszczeñski	Drawno	9	Urz¹d Miasta i Gminy	73-220	ul. Koœcielna 3	Urz¹d Miejski	w Drawnie	366	UMDrawnie	Urz¹d Miejski w Drawnie		Urz¹d Miejski w Drawnie		
288	366	Choszczno	zachodniopomorskie	choszczeñski	Choszczno	4	Starostwo Powiatowe	73-200	ul. Niedzia³kowskiego 14			0	SPChoszcznie	Starostwo Powiatowe w Choszcznie		Starostwo Powiatowe w Choszcznie	a91102048670000100200080960	
1940	367	Recz	zachodniopomorskie	choszczeñski	Recz	9	Urz¹d Miasta i Gminy	73-210	ul. Ratuszowa 17	Urz¹d Miejski	w Reczu	366	UMReczu	Urz¹d Miejski w Reczu		Urz¹d Miejski w Reczu		
1061	368	Krzêcin	zachodniopomorskie	choszczeñski	Krzêcin	10	Urz¹d Gminy	73-231	ul. Tylna 7	Urz¹d Gminy	Krzêcin	366	UMKrzêcin	Urz¹d Gminy Krzêcin		Urz¹d Gminy Krzêcin		
289	369	Choszczno	zachodniopomorskie	choszczeñski	Choszczno	9	Urz¹d Miasta i Gminy	73-200	ul. Wolnoœci 24	Urz¹d Miejski	w Choszcznie	366	UMChoszcznie	Urz¹d Miejski w Choszcznie		Urz¹d Miejski w Choszcznie		
293	370	Chrzanów	ma³opolskie	chrzanowski	Chrzanów	9	Urz¹d Miasta i Gminy	32-500	Al. Henryka 20	Urz¹d Miejski	w Chrzanowie	371	UMChrzanowie	Urz¹d Miejski w Chrzanowie		Urz¹d Miejski w Chrzanowie		
292	371	Chrzanów	ma³opolskie	chrzanowski	Chrzanów	4	Starostwo Powiatowe	32-500	ul. Zielona 20			0	SPChrzanowie	Starostwo Powiatowe w Chrzanowie		Starostwo Powiatowe w Chrzanowie	a61844400080000008054290002	
1129	372	Libi¹¿	ma³opolskie	chrzanowski	Libi¹¿	9	Urz¹d Miasta i Gminy	32-590	ul. Dzia³kowa 1	Urz¹d Miejski	w Libi¹¿u	371	UMLibi¹¿u	Urz¹d Miejski w Libi¹¿u		Urz¹d Miejski w Libi¹¿u		
11	373	Alwernia	ma³opolskie	chrzanowski	Alwernia	9	Urz¹d Miasta i Gminy	32-566	ul. Gêsikowskiego 7	Urz¹d Miejski	w Alwerni	371	UMAlwerni	Urz¹d Miejski w Alwerni		Urz¹d Miejski w Alwerni		
2455	374	Trzebinia	ma³opolskie	chrzanowski	Trzebinia	9	Urz¹d Miasta i Gminy	32-540	ul. Pi³sudskiego 14	Urz¹d Miasta	w Trzebini	371	UMTrzebini	Urz¹d Miasta w Trzebini		Urz¹d Miasta w Trzebini		
20	375	Babice	ma³opolskie	chrzanowski	Babice	10	Urz¹d Gminy	32-551	ul. Krakowska 56	Urz¹d Gminy	Babice	371	UMBabice	Urz¹d Gminy Babice		Urz¹d Gminy Babice		
303	376	Ciechanów	mazowieckie	ciechanowski	Ciechanów	8	Urz¹d Miasta	06-400	Pl. Jana Paw³a II 6	Urz¹d Miasta	Ciechanów	377	UMCiechanów	Urz¹d Miasta Ciechanów		Urz¹d Miasta Ciechanów		
301	377	Ciechanów	mazowieckie	ciechanowski	Ciechanów	4	Starostwo Powiatowe	06-400	ul. 17 Stycznia 7			0	SPCiechanowie	Starostwo Powiatowe w Ciechanowie		Starostwo Powiatowe w Ciechanowie	a83821300082001000526630059	
2175	378	Soñsk	mazowieckie	ciechanowski	Soñsk	10	Urz¹d Gminy	06-430	ul. Ciechanowska 20	Urz¹d Gminy	w Soñsku	377	UMSoñsku	Urz¹d Gminy w Soñsku		Urz¹d Gminy w Soñsku		
1558	379	Ojrzeñ	mazowieckie	ciechanowski	Ojrzeñ	10	Urz¹d Gminy	06-456	ul. Ciechanowska 27	Urz¹d Gminy	Ojrzeñ	377	UMOjrzeñ	Urz¹d Gminy Ojrzeñ		Urz¹d Gminy Ojrzeñ		
649	380	Grudusk	mazowieckie	ciechanowski	Grudusk	10	Urz¹d Gminy	06-460	ul. Ciechanowska 54	Urz¹d Gminy	Grudusk	377	UMGrudusk	Urz¹d Gminy Grudusk		Urz¹d Gminy Grudusk		
302	381	Ciechanów	mazowieckie	ciechanowski	Ciechanów	10	Urz¹d Gminy	06-400	ul. Fabryczna 8	Urz¹d Gminy	Ciechanów	377	UMCiechanów	Urz¹d Gminy Ciechanów		Urz¹d Gminy Ciechanów		
1594	382	Opinogóra Górna	mazowieckie	ciechanowski	Opinogóra Górna	10	Urz¹d Gminy	06-406	ul. Krasiñskiego 4	Urz¹d Gminy	Opinogóra Górna	377	UMOpinogóra Górna	Urz¹d Gminy Opinogóra Górna		Urz¹d Gminy Opinogóra Górna		
531	383	Glinojeck	mazowieckie	ciechanowski	Glinojeck	9	Urz¹d Miasta i Gminy	06-450	ul. P³ocka 12	Urz¹d Miasta i Gminy	w Glinojecku	377	UMGlinojecku	Urz¹d Miasta i Gminy w Glinojecku		Urz¹d Miasta i Gminy w Glinojecku		
578	384	Go³ymin-Oœrodek	mazowieckie	ciechanowski	Go³ymin-Oœrodek	10	Urz¹d Gminy	06-420	ul. Szosa Ciechanowska 8	Urz¹d Gminy	Go³ymin-Oœrodek	377	UMGo³ymin-Oœrodek	Urz¹d Gminy Go³ymin-Oœrodek		Urz¹d Gminy Go³ymin-Oœrodek		
1942	385	Regimin	mazowieckie	ciechanowski	Regimin	10	Urz¹d Gminy	06-461	Regimin 22	Urz¹d Gminy	w Regiminie	377	UMRegiminie	Urz¹d Gminy w Regiminie		Urz¹d Gminy w Regiminie		
701	386	Istebna	œl¹skie	cieszyñski	Istebna	10	Urz¹d Gminy	43-470	Istebna 1000	Urz¹d Gminy	Istebna	394	UMIstebna	Urz¹d Gminy Istebna		Urz¹d Gminy Istebna		
2610	387	Wis³a	œl¹skie	cieszyñski	Wis³a	8	Urz¹d Miasta	43-460	Pl. Bogumi³a Hoffa 3	Urz¹d Miejski	w Wiœle	394	UMWiœle	Urz¹d Miejski w Wiœle		Urz¹d Miejski w Wiœle		
312	388	Cieszyn	œl¹skie	cieszyñski	Cieszyn	8	Urz¹d Miasta	43-400	ul. Rynek 1	Urz¹d Miejski	w Cieszynie	394	UMCieszynie	Urz¹d Miejski w Cieszynie		Urz¹d Miejski w Cieszynie		
2111	389	Skoczów	œl¹skie	cieszyñski	Skoczów	9	Urz¹d Miasta i Gminy	43-430	Rynek 1	Urz¹d Miejski	w Skoczowie	394	UMSkoczowie	Urz¹d Miejski w Skoczowie		Urz¹d Miejski w Skoczowie		
2508	390	Ustroñ	œl¹skie	cieszyñski	Ustroñ	8	Urz¹d Miasta	43-450	ul. Rynek 1	Urz¹d Miasta	Ustroñ	394	UMUstroñ	Urz¹d Miasta Ustroñ		Urz¹d Miasta Ustroñ		
2244	391	Strumieñ	œl¹skie	cieszyñski	Strumieñ	9	Urz¹d Miasta i Gminy	43-246	ul. Rynek 4	Urz¹d Miejski	w Strumieniu	394	UMStrumieniu	Urz¹d Miejski w Strumieniu		Urz¹d Miejski w Strumieniu		
568	392	Goleszów	œl¹skie	cieszyñski	Goleszów	10	Urz¹d Gminy	43-440	ul. 1 Maja 5	Urz¹d Gminy	Goleszów	394	UMGoleszów	Urz¹d Gminy Goleszów		Urz¹d Gminy Goleszów		
297	393	Chybie	œl¹skie	cieszyñski	Chybie	10	Urz¹d Gminy	43-520	ul. Bielska 78	Urz¹d Gminy	w Chybiu	394	UMChybiu	Urz¹d Gminy w Chybiu		Urz¹d Gminy w Chybiu		
311	394	Cieszyn	œl¹skie	cieszyñski	Cieszyn	4	Starostwo Powiatowe	43-400	ul. Bobrecka 29			0	SPCieszynie	Starostwo Powiatowe w Cieszynie		Starostwo Powiatowe w Cieszynie	a71156010232116104250310003	
675	395	Ha¿lach	œl¹skie	cieszyñski	Ha¿lach	10	Urz¹d Gminy	43-419	ul. G³ówna 57	Urz¹d Gminy	Ha¿lach	394	UMHa¿lach	Urz¹d Gminy Ha¿lach		Urz¹d Gminy Ha¿lach		
405	396	Dêbowiec	œl¹skie	cieszyñski	Dêbowiec	10	Urz¹d Gminy	43-426	ul. Katowicka 6	Urz¹d Gminy	Dêbowiec	394	UMDêbowiec	Urz¹d Gminy Dêbowiec		Urz¹d Gminy Dêbowiec		
176	397	Brenna	œl¹skie	cieszyñski	Brenna	10	Urz¹d Gminy	43-438	ul. Wyzwolenia 77	Urz¹d Gminy	Brenna	394	UMBrenna	Urz¹d Gminy Brenna		Urz¹d Gminy Brenna		
2755	398	Zebrzydowice	œl¹skie	cieszyñski	Zebrzydowice	10	Urz¹d Gminy	43-410	ul. Ks. Antoniego Janusza 6	Urz¹d Gminy	w Zebrzydowicach	394	UMZebrzydowicach	Urz¹d Gminy w Zebrzydowicach		Urz¹d Gminy w Zebrzydowicach		
331	399	Czarnków	wielkopolskie	czarnkowsko-trzcianecki	Czarnków	8	Urz¹d Miasta	64-700	Pl. Wolnoœci 6	Urz¹d Miasta	Czarnków	405	UMCzarnków	Urz¹d Miasta Czarnków		Urz¹d Miasta Czarnków		
1176	400	Lubasz	wielkopolskie	czarnkowsko-trzcianecki	Lubasz	10	Urz¹d Gminy	64-720	ul. Chrobrego 37	Urz¹d Gminy	w Lubaszu	405	UMLubaszu	Urz¹d Gminy w Lubaszu		Urz¹d Gminy w Lubaszu		
2569	401	Wieleñ	wielkopolskie	czarnkowsko-trzcianecki	Wieleñ	9	Urz¹d Miasta i Gminy	64-730	ul. Koœciuszki 34	Urz¹d Miejski	w Wieleniu	405	UMWieleniu	Urz¹d Miejski w Wieleniu		Urz¹d Miejski w Wieleniu		
1776	402	Po³ajewo	wielkopolskie	czarnkowsko-trzcianecki	Po³ajewo	10	Urz¹d Gminy	64-710	ul. Obornicka 6a	Urz¹d Gminy	Po³ajewo	405	UMPo³ajewo	Urz¹d Gminy Po³ajewo		Urz¹d Gminy Po³ajewo		
445	403	Drawsko	wielkopolskie	czarnkowsko-trzcianecki	Drawsko	10	Urz¹d Gminy	64-733	ul. Powstañców Wielkopolskich 121	Urz¹d Gminy	Drawsko	405	UMDrawsko	Urz¹d Gminy Drawsko		Urz¹d Gminy Drawsko		
330	404	Czarnków	wielkopolskie	czarnkowsko-trzcianecki	Czarnków	10	Urz¹d Gminy	64-700	ul. Rybaki 3	Urz¹d Gminy	Czarnków	405	UMCzarnków	Urz¹d Gminy Czarnków		Urz¹d Gminy Czarnków		
329	405	Czarnków	wielkopolskie	czarnkowsko-trzcianecki	Czarnków	4	Starostwo Powiatowe	64-700	ul. Rybaki 3			0	SPCzarnkowie	Starostwo Powiatowe w Czarnkowie		Starostwo Powiatowe w Czarnkowie	a42895100090000100720000040	
2445	406	Trzcianka	wielkopolskie	czarnkowsko-trzcianecki	Trzcianka	8	Urz¹d Miasta	64-980	ul. Sikorskiego 7	Urz¹d Miejski	Trzcianki	405	UMTrzcianki	Urz¹d Miejski Trzcianki		Urz¹d Miejski Trzcianki		
