id	nr_urz	miasto	woj	powiat	gmina	rodzaj_urzedu	urzad	kod	adres	nazwa_bel_1	nazwa_bel_2	odes³anie_do_starostwa	skrot	nazwa_1	nazwa_2	nazwa_ca³a	konto_oplat_geodezyjnych	jaka nazwa
1068	407	Krzy¿ Wielkopolski	wielkopolskie	czarnkowsko-trzcianecki	Krzy¿ Wielkopolski	8	Urz¹d Miasta	64-761	ul. Wojska Polskiego 14	Urz¹d Miejski	w Krzy¿u Wielkopolskim	405	UMKrzy¿u Wielkopolskim	Urz¹d Miejski w Krzy¿u Wielkopolskim		Urz¹d Miejski w Krzy¿u Wielkopolskim		
389	408	D¹browa Zielona	œl¹skie	czêstochowski	D¹browa Zielona	10	Urz¹d Gminy	42-265	Pl. Koœciuszki 31	Urz¹d Gminy	D¹browa Zielona	420	UMD¹browa Zielona	Urz¹d Gminy D¹browa Zielona		Urz¹d Gminy D¹browa Zielona		
1578	409	Olsztyn	œl¹skie	czêstochowski	Olsztyn	10	Urz¹d Gminy	42-256	Pl. Pi³sudskiego 10	Urz¹d Gminy	Olsztyn	420	UMOlsztyn	Urz¹d Gminy Olsztyn		Urz¹d Gminy Olsztyn		
1431	410	Mstów	œl¹skie	czêstochowski	Mstów	10	Urz¹d Gminy	42-244	ul. 16 Stycznia 14	Urz¹d Gminy	w Mstowie	420	UMMstowie	Urz¹d Gminy w Mstowie		Urz¹d Gminy w Mstowie		
945	411	Koniecpol	œl¹skie	czêstochowski	Koniecpol	9	Urz¹d Miasta i Gminy	42-230	ul. Chrz¹stowska 6a	Urz¹d Miasta i Gminy	w Koniecpolu	420	UMKoniecpolu	Urz¹d Miasta i Gminy w Koniecpolu		Urz¹d Miasta i Gminy w Koniecpolu		
726	412	Janów	œl¹skie	czêstochowski	Janów	10	Urz¹d Gminy	42-253	ul. Czestochowska 1	Urz¹d Gminy	Janów	420	UMJanów	Urz¹d Gminy Janów		Urz¹d Gminy Janów		
1847	413	Przyrów	œl¹skie	czêstochowski	Przyrów	10	Urz¹d Gminy	42-248	ul. Czêstochowska 7	Urz¹d Gminy	Przyrów	420	UMPrzyrów	Urz¹d Gminy Przyrów		Urz¹d Gminy Przyrów		
2200	414	Starcza	œl¹skie	czêstochowski	Starcza	10	Urz¹d Gminy	42-261	ul. Gminna 4	Urz¹d Gminy	Starcza	420	UMStarcza	Urz¹d Gminy Starcza		Urz¹d Gminy Starcza		
809	415	Kamienica Polska	œl¹skie	czêstochowski	Kamienica Polska	10	Urz¹d Gminy	42-260	ul. Konopnickiej 12	Urz¹d Gminy	Kamienica Polska	420	UMKamienica Polska	Urz¹d Gminy Kamienica Polska		Urz¹d Gminy Kamienica Polska		
1048	416	Kruszyna	œl¹skie	czêstochowski	Kruszyna	10	Urz¹d Gminy	42-282	ul. Kmicica 5	Urz¹d Gminy	Kruszyna	420	UMKruszyna	Urz¹d Gminy Kruszyna		Urz¹d Gminy Kruszyna		
949	417	Konopiska	œl¹skie	czêstochowski	Konopiska	10	Urz¹d Gminy	42-274	ul. Lipowa 5	Urz¹d Gminy	Konopiska	420	UMKonopiska	Urz¹d Gminy Konopiska		Urz¹d Gminy Konopiska		
1442	418	Mykanów	œl¹skie	czêstochowski	Mykanów	10	Urz¹d Gminy	42-233	ul. Samorz¹dowa 1	Urz¹d Gminy	Mykanów	420	UMMykanów	Urz¹d Gminy Mykanów		Urz¹d Gminy Mykanów		
114	419	Blachownia	œl¹skie	czêstochowski	Blachownia	9	Urz¹d Miasta i Gminy	42-290	ul. Sienkiewicza 22	Urz¹d Miejski	w Blachowni	420	UMBlachowni	Urz¹d Miejski w Blachowni		Urz¹d Miejski w Blachowni		
361	420	Czêstochowa	œl¹skie	czêstochowski	Czêstochowa	4	Starostwo Powiatowe	42-217	ul. Jana III Sobieskiego 9			0	SPCzêstochowie	Starostwo Powiatowe w Czêstochowie		Starostwo Powiatowe w Czêstochowie	a41203000451110000001851970	
896	421	K³omnice	œl¹skie	czêstochowski	K³omnice	10	Urz¹d Gminy	42-270	ul. Stra¿acka 20	Urz¹d Gminy	K³omnice	420	UMK³omnice	Urz¹d Gminy K³omnice		Urz¹d Gminy K³omnice		
1108	422	Lelów	œl¹skie	czêstochowski	Lelów	10	Urz¹d Gminy	42-235	ul. Szczekociñska 18	Urz¹d Gminy	Lelów	420	UMLelów	Urz¹d Gminy Lelów		Urz¹d Gminy Lelów		
1757	423	Poczesna	œl¹skie	czêstochowski	Poczesna	10	Urz¹d Gminy	42-262	ul. Wolnoœci 2	Urz¹d Gminy	Poczesna	420	UMPoczesna	Urz¹d Gminy Poczesna		Urz¹d Gminy Poczesna		
1953	424	Rêdziny	œl¹skie	czêstochowski	Rêdziny	10	Urz¹d Gminy	42-242	ul. Wolnoœci 87	Urz¹d Gminy	Rêdziny	420	UMRêdziny	Urz¹d Gminy Rêdziny		Urz¹d Gminy Rêdziny		
1824	425	Przechlewo	pomorskie	cz³uchowski	Przechlewo	10	Urz¹d Gminy	77-320	ul. Cz³uchowska 26	Urz¹d Gminy	Przechlewo	432	UMPrzechlewo	Urz¹d Gminy Przechlewo		Urz¹d Gminy Przechlewo		
2016	426	Rzeczenica	pomorskie	cz³uchowski	Rzeczenica	10	Urz¹d Gminy	77-304	ul. Cz³uchowska 26	Urz¹d Gminy	w Rzeczenicy	432	UMRzecznicy	Urz¹d Gminy w Rzeczenicy		Urz¹d Gminy w Rzeczenicy		
912	427	Kocza³a	pomorskie	cz³uchowski	Kocza³a	10	Urz¹d Gminy	77-220	ul. Cz³uchowska 27	Urz¹d Gminy	Kocza³a	432	UMKocza³a	Urz¹d Gminy Kocza³a		Urz¹d Gminy Kocza³a		
327	428	Czarne	pomorskie	cz³uchowski	Czarne	9	Urz¹d Miasta i Gminy	77-330	ul. Moniuszki 12	Urz¹d Miasta i Gminy	Czarne	432	UMCzarne	Urz¹d Miasta i Gminy Czarne		Urz¹d Miasta i Gminy Czarne		
364	429	Cz³uchów	pomorskie	cz³uchowski	Cz³uchów	10	Urz¹d Gminy	77-300	ul. Szczeciñska 33	Urz¹d Gminy	Cz³uchów	432	UMCz³uchów	Urz¹d Gminy Cz³uchów		Urz¹d Gminy Cz³uchów		
393	430	Debrzno	pomorskie	cz³uchowski	Debrzno	9	Urz¹d Miasta i Gminy	77-310	ul. Traugutta 2	Urz¹d Miasta i Gminy	Debrzno	432	UMDebrzno	Urz¹d Miasta i Gminy Debrzno		Urz¹d Miasta i Gminy Debrzno		
365	431	Cz³uchów	pomorskie	cz³uchowski	Cz³uchów	8	Urz¹d Miasta	77-300	Al. Wojska Polskiego 1	Urz¹d Miejski	w Cz³uchowie	432	UMCz³uchowie	Urz¹d Miejski w Cz³uchowie		Urz¹d Miejski w Cz³uchowie		
363	432	Cz³uchów	pomorskie	cz³uchowski	Cz³uchów	4	Starostwo Powiatowe	77-300	ul. Wojska Polskiego 1			0	SPCz³uchowie	Starostwo Powiatowe w Cz³uchowie		Starostwo Powiatowe w Cz³uchowie	a69932600060012167520000010	
396	433	Dêbica	podkarpackie	dêbicki	Dêbica	4	Starostwo Powiatowe	39-200	ul. Parkowa 28			0	SPDêbicy	Starostwo Powiatowe w Dêbicy		Starostwo Powiatowe w Dêbicy	a53864211392013391354380036	
146	434	Boles³aw	ma³opolskie	d¹browski	Boles³aw	10	Urz¹d Gminy	33-220	Boles³aw 68	Urz¹d Gminy	Boles³aw	439	UMBoles³aw	Urz¹d Gminy Boles³aw		Urz¹d Gminy Boles³aw (D¹browska)		
631	435	Grêboszów	ma³opolskie	d¹browski	Grêboszów	10	Urz¹d Gminy	33-260	Grêboszów 144	Urz¹d Gminy	Grêboszów	439	UMGrêboszów	Urz¹d Gminy Grêboszów		Urz¹d Gminy Grêboszów		
1331	436	Mêdrzechów	ma³opolskie	d¹browski	Mêdrzechów	10	Urz¹d Gminy	33-221	Mêdrzechów 434	Urz¹d Gminy	w Mêdrzechowie	439	UMMêdrzechowie	Urz¹d Gminy w Mêdrzechowie		Urz¹d Gminy w Mêdrzechowie		
1891	437	Radgoszcz	ma³opolskie	d¹browski	Radgoszcz	10	Urz¹d Gminy	33-207	Pl. œw. Kazimierza 7-8	Urz¹d Gminy	Radgoszcz	439	UMRadgoszcz	Urz¹d Gminy Radgoszcz		Urz¹d Gminy Radgoszcz		
388	438	D¹browa Tarnowska	ma³opolskie	d¹browski	D¹browa Tarnowska	9	Urz¹d Miasta i Gminy	33-200	ul. Rynek 34	Urz¹d Miejski	w D¹browie Tarnowskiej	439	UMD¹browie Tarnowskiej	Urz¹d Miejski w D¹browie Tarnowskiej		Urz¹d Miejski w D¹browie Tarnowskiej		
387	439	D¹browa Tarnowska	ma³opolskie	d¹browski	D¹browa Tarnowska	4	Starostwo Powiatowe	33-200	ul. Berka Joselewicza 5			0	SPD¹browie Tarnowskiej	Starostwo Powiatowe w D¹browie Tarnowskiej		Starostwo Powiatowe w D¹browie Tarnowskiej	a04946200032001000037370002	
1563	440	Olesno	ma³opolskie	d¹browski	Olesno	10	Urz¹d Gminy	33-210	ul. Jagie³³y 1	Urz¹d Gminy	Olesno	439	UMOlesno	Urz¹d Gminy Olesno		Urz¹d Gminy Olesno		
2318	441	Szczucin	ma³opolskie	d¹browski	Szczucin	9	Urz¹d Miasta i Gminy	33-230	ul. Wolnoœci 3	Urz¹d Miasta i Gminy	Szczucin	439	UMSzczucin	Urz¹d Miasta i Gminy Szczucin		Urz¹d Miasta i Gminy Szczucin		
206	442	Brzostek	podkarpackie	dêbicki	Brzostek	8	Urz¹d Miasta	39-230	ul. Rynek 1	Urz¹d Miejski	w Brzostku	433	UMBrzostku	Urz¹d Miejski w Brzostku		Urz¹d Miejski w Brzostku		
1723	443	Pilzno	podkarpackie	dêbicki	Pilzno	9	Urz¹d Miasta i Gminy	39-220	ul. Rynek 6	Urz¹d Miejski	w Pilznie	433	UMPilznie	Urz¹d Miejski w Pilznie		Urz¹d Miejski w Pilznie		
397	444	Dêbica	podkarpackie	dêbicki	Dêbica	10	Urz¹d Gminy	39-200	ul. Batorego 13	Urz¹d Gminy	Dêbica	433	UMDêbica	Urz¹d Gminy Dêbica		Urz¹d Gminy Dêbica		
322	445	Czarna	podkarpackie	dêbicki	Czarna	10	Urz¹d Gminy	39-215	ul. Dworcowa 6	Urz¹d Gminy	Czarna	433	UMCzarna	Urz¹d Gminy Czarna		Urz¹d Gminy Czarna		
398	446	Dêbica	podkarpackie	dêbicki	Dêbica	8	Urz¹d Miasta	39-200	ul. Ratuszowa 2	Urz¹d Miejski	w Dêbicy	433	UMDêbicy	Urz¹d Miejski w Dêbicy		Urz¹d Miejski w Dêbicy		
2819	447	¯yraków	podkarpackie	dêbicki	¯yraków	10	Urz¹d Gminy	39-204	¯yraków 137	Urz¹d Gminy	w ¯yrakowie	433	UM¯yrakowie	Urz¹d Gminy w ¯yrakowie		Urz¹d Gminy w ¯yrakowie		
786	448	Jod³owa	podkarpackie	dêbicki	Jod³owa	10	Urz¹d Gminy	39-225	Jod³owa	Urz¹d Gminy	Jod³owa	433	UMJod³owa	Urz¹d Gminy Jod³owa		Urz¹d Gminy Jod³owa		
1631	449	Ostrowice	zachodniopomorskie	drawski	Ostrowice	10	Urz¹d Gminy	78-506	Ostrowice 6	Urz¹d Gminy	Ostrowice	450	UMOstrowice	Urz¹d Gminy Ostrowice		Urz¹d Gminy Ostrowice		
446	450	Drawsko Pomorskie	zachodniopomorskie	drawski	Drawsko Pomorskie	4	Starostwo Powiatowe	78-500	Pl. Orzeszkowej 3			0	SPDrawsku Pomorskim	Starostwo Powiatowe w Drawsku Pomorskim		Starostwo Powiatowe w Drawsku Pomorskim	a85102028470000160200096792	
320	451	Czaplinek	zachodniopomorskie	drawski	Czaplinek	9	Urz¹d Miasta i Gminy	78-550	ul. Rynek 6	Urz¹d Miejski	w Czaplinku	450	UMCzaplinku	Urz¹d Miejski w Czaplinku		Urz¹d Miejski w Czaplinku		
2773	452	Z³ocieniec	zachodniopomorskie	drawski	Z³ocieniec	9	Urz¹d Miasta i Gminy	78-520	ul. Stary Rynek 3	Urz¹d Miejski	w Z³ocieñcu	450	UMZ³ocieñcu	Urz¹d Miejski w Z³ocieñcu		Urz¹d Miejski w Z³ocieñcu		
2594	453	Wierzchowo	zachodniopomorskie	drawski	Wierzchowo	10	Urz¹d Gminy	78-530	ul. D³uga 29	Urz¹d Gminy	Wierzchowo	450	UMWierzchowo	Urz¹d Gminy Wierzchowo		Urz¹d Gminy Wierzchowo		
447	454	Drawsko Pomorskie	zachodniopomorskie	drawski	Drawsko Pomorskie	9	Urz¹d Miasta i Gminy	78-500	ul. Sikorskiego 41	Urz¹d Miejski	w Drawsku Pomorskim	450	UMDrawsku Pomorskim	Urz¹d Miejski w Drawsku Pomorskim		Urz¹d Miejski w Drawsku Pomorskim		
805	455	Kalisz Pomorski	zachodniopomorskie	drawski	Kalisz Pomorski	9	Urz¹d Miasta i Gminy	78-540	ul. Wolnoœci 25	Urz¹d Miejski	w Kaliszu Pomorskim	450	UMKaliszu Pomorskim	Urz¹d Miejski w Kaliszu Pomorskim		Urz¹d Miejski w Kaliszu Pomorskim		
1751	456	P³oœnica	warmiñsko-mazurskie	dzia³dowski	P³oœnica	10	Urz¹d Gminy	13-206	ul. Dworcowa 52	Urz¹d Gminy	w P³oœnicy	458	UMP³oœnicy	Urz¹d Gminy w P³oœnicy		Urz¹d Gminy w P³oœnicy		
473	457	Dzia³dowo	warmiñsko-mazurskie	dzia³dowski	Dzia³dowo	8	Urz¹d Miasta	13-200	ul. Zamkowa 12	Urz¹d Miasta	Dzia³dowo	458	UMDzia³dowo	Urz¹d Miasta Dzia³dowo		Urz¹d Miasta Dzia³dowo		
471	458	Dzia³dowo	warmiñsko-mazurskie	dzia³dowski	Dzia³dowo	4	Starostwo Powiatowe	13-200	ul. Sk³odowskiej 15			0	SPDzia³dowie	Starostwo Powiatowe w Dzia³dowie		Starostwo Powiatowe w Dzia³dowie	a52203000451110000002079140	
472	459	Dzia³dowo	warmiñsko-mazurskie	dzia³dowski	Dzia³dowo	10	Urz¹d Gminy	13-200	ul. Ksiê¿odworska 10	Urz¹d Gminy	Dzia³dowo	458	UMDzia³dowo	Urz¹d Gminy Dzia³dowo		Urz¹d Gminy Dzia³dowo		
1994	460	Rybno	warmiñsko-mazurskie	dzia³dowski	Rybno	10	Urz¹d Gminy	13-230	ul. Lubawska 15	Urz¹d Gminy	Rybno	458	UMRybno	Urz¹d Gminy Rybno		Urz¹d Gminy Rybno		
1131	461	Lidzbark	warmiñsko-mazurskie	dzia³dowski	Lidzbark	9	Urz¹d Miasta i Gminy	13-230	ul. S¹dowa 21	Urz¹d Miasta i Gminy	Lidzbark	458	UMLidzbark	Urz¹d Miasta i Gminy Lidzbark		Urz¹d Miasta i Gminy Lidzbark		
690	462	I³owo-Osada	warmiñsko-mazurskie	dzia³dowski	I³owo-Osada	10	Urz¹d Gminy	13-240	ul. Wyzwolenia 5	Urz¹d Gminy	I³owo-Osada	458	UMI³owo-Osada	Urz¹d Gminy I³owo-Osada		Urz¹d Gminy I³owo-Osada		
88	463	Bielawa	dolnoœl¹skie	dzier¿oniowski	Bielawa	8	Urz¹d Miasta	58-260	Pl. Wolnoœci 1	Urz¹d Miejski	w Bielawie	469	UMBielawie	Urz¹d Miejski w Bielawie		Urz¹d Miejski w Bielawie		
483	464	Dzier¿oniów	dolnoœl¹skie	dzier¿oniowski	Dzier¿oniów	8	Urz¹d Miasta	58-200	ul. Rynek 1	Urz¹d Miasta	w Dzier¿oniowie	469	UMDzier¿oniowie	Urz¹d Miasta w Dzier¿oniowie		Urz¹d Miasta w Dzier¿oniowie		
1480	465	Niemcza	dolnoœl¹skie	dzier¿oniowski	Niemcza	9	Urz¹d Miasta i Gminy	58-230	ul. Rynek 10	Urz¹d Miasta i Gminy	Niemcza	469	UMNiemcza	Urz¹d Miasta i Gminy Niemcza		Urz¹d Miasta i Gminy Niemcza		
1223	466	£agiewniki	dolnoœl¹skie	dzier¿oniowski	£agiewniki	10	Urz¹d Gminy	58-210	ul. Jednoœci Narodowej 21	Urz¹d Gminy	£agiewniki	469	UM£agiewniki	Urz¹d Gminy £agiewniki		Urz¹d Gminy £agiewniki		
1718	467	Pieszyce	dolnoœl¹skie	dzier¿oniowski	Pieszyce	8	Urz¹d Miasta	58-250	ul. Koœciuszki 2	Urz¹d Miasta	Pieszyce	469	UMPieszyce	Urz¹d Miasta Pieszyce		Urz¹d Miasta Pieszyce		
1726	468	Pi³awa Górna	dolnoœl¹skie	dzier¿oniowski	Pi³awa Górna	8	Urz¹d Miasta	58-240	ul. Piastowska 29	Urz¹d Miasta	Pi³awa Górna	469	UMPi³awa Górna	Urz¹d Miasta Pi³awa Górna		Urz¹d Miasta Pi³awa Górna		
481	469	Dzier¿oniów	dolnoœl¹skie	dzier¿oniowski	Dzier¿oniów	4	Starostwo Powiatowe	58-200	ul. Œwidnicka 38			0	SPDzier¿oniowie	Starostwo Powiatowe w Dzier¿oniowie		Starostwo Powiatowe w Dzier¿oniowie	a19952700070026083720000003	
482	470	Dzier¿oniów	dolnoœl¹skie	dzier¿oniowski	Dzier¿oniów	10	Urz¹d Gminy	58-200	ul. Piastowska 1	Urz¹d Gminy	Dzier¿oniów	469	UMDzier¿oniów	Urz¹d Gminy Dzier¿oniów		Urz¹d Gminy Dzier¿oniów		
1686	471	Pas³êk	warmiñsko-mazurskie	elbl¹ski	Pas³êk	9	Urz¹d Miasta i Gminy	14-400	Pl. œw. Wojciecha 5	Urz¹d Miejski	w Pas³êku	477	UMPas³êku	Urz¹d Miejski w Pas³êku		Urz¹d Miejski w Pas³êku		
490	472	Elbl¹g	warmiñsko-mazurskie	elbl¹ski	Elbl¹g	10	Urz¹d Gminy	82-300	ul. Browarna 85	Urz¹d Gminy	Elbl¹g	477	UMElbl¹g	Urz¹d Gminy Elbl¹g		Urz¹d Gminy Elbl¹g		
1403	473	M³ynary	warmiñsko-mazurskie	elbl¹ski	M³ynary	9	Urz¹d Miasta i Gminy	14-420	ul. Dworcowa 29	Urz¹d Miasta i Gminy	M³ynary	477	UMM³ynary	Urz¹d Miasta i Gminy M³ynary		Urz¹d Miasta i Gminy M³ynary		
1381	474	Milejewo	warmiñsko-mazurskie	elbl¹ski	Milejewo	10	Urz¹d Gminy	82-316	ul. Elbl¹ska 47	Urz¹d Gminy	w Milejewie	477	UMMilejewie	Urz¹d Gminy w Milejewie		Urz¹d Gminy w Milejewie		
644	475	Gronowo Elbl¹skie	warmiñsko-mazurskie	elbl¹ski	Gronowo Elbl¹skie	10	Urz¹d Gminy	82-335	ul. £¹cznoœci 3	Urz¹d Gminy	Gronowo Elbl¹skie	477	UMGronowo Elbl¹skie	Urz¹d Gminy Gronowo Elbl¹skie		Urz¹d Gminy Gronowo Elbl¹skie		
2425	476	Tolkmicko	warmiñsko-mazurskie	elbl¹ski	Tolkmicko	9	Urz¹d Miasta i Gminy	82-340	ul. Portowa 2	Urz¹d Miasta i Gminy	w Tolkmicku	477	UMTolkmicku	Urz¹d Miasta i Gminy w Tolkmicku		Urz¹d Miasta i Gminy w Tolkmicku		
489	477	Elbl¹g	warmiñsko-mazurskie	elbl¹ski	Elbl¹g	4	Starostwo Powiatowe	82-300	ul. Saperów 14a			0	SPElbl¹gu	Starostwo Powiatowe w Elbl¹gu		Starostwo Powiatowe w Elbl¹gu	a41102017520000090200069302	
559	478	Godkowo	warmiñsko-mazurskie	elbl¹ski	Godkowo	10	Urz¹d Gminy	14-407	Godkowo	Urz¹d Gminy	Godkowo	477	UMGodkowo	Urz¹d Gminy Godkowo		Urz¹d Gminy Godkowo		
1322	479	Markusy	warmiñsko-mazurskie	elbl¹ski	Markusy	10	Urz¹d Gminy	82-325	Markusy 82	Urz¹d Gminy	Markusy	477	UMMarkusy	Urz¹d Gminy Markusy		Urz¹d Gminy Markusy		
1996	480	Rychliki	warmiñsko-mazurskie	elbl¹ski	Rychliki	10	Urz¹d Gminy	14-411	Rychliki 86	Urz¹d Gminy	w Rychlikach	477	UMRychlikach	Urz¹d Gminy w Rychlikach		Urz¹d Gminy w Rychlikach		
2204	481	Stare Juchy	warmiñsko-mazurskie	e³cki	Stare Juchy	10	Urz¹d Gminy	19-330	Pl. 500-lecia 4	Urz¹d Gminy	Stare Juchy	486	UMStare Juchy	Urz¹d Gminy Stare Juchy		Urz¹d Gminy Stare Juchy		
1807	482	Prostki	warmiñsko-mazurskie	e³cki	Prostki	10	Urz¹d Gminy	19-335	ul. 1 Maja 44b	Urz¹d Gminy	Prostki	486	UMProstki	Urz¹d Gminy Prostki		Urz¹d Gminy Prostki		
492	483	E³k	warmiñsko-mazurskie	e³cki	E³k	10	Urz¹d Gminy	19-300	ul. Armii Krajowej 3	Urz¹d Gminy	E³k	486	UME³k	Urz¹d Gminy E³k		Urz¹d Gminy E³k		
493	484	E³k	warmiñsko-mazurskie	e³cki	E³k	8	Urz¹d Miasta	19-300	ul. Pi³sudskiego 4	Urz¹d Miasta	w E³ku	486	UME³ku	Urz¹d Miasta w E³ku		Urz¹d Miasta w E³ku		
801	485	Kalinowo	warmiñsko-mazurskie	e³cki	Kalinowo	10	Urz¹d Gminy	19-314	ul. Mazurska 11	Urz¹d Gminy	Kalinowo	486	UMKalinowo	Urz¹d Gminy Kalinowo		Urz¹d Gminy Kalinowo		
491	486	E³k	warmiñsko-mazurskie	e³cki	E³k	4	Starostwo Powiatowe	19-300	ul. Pi³sudskiego 5			0	SPE³ku	Starostwo Powiatowe w E³ku		Starostwo Powiatowe w E³ku	a05809900040090735420000020	
1720	487	Pilawa	mazowieckie	garwoliñski	Pilawa	9	Urz¹d Miasta i Gminy	08-440	Al. Wyzwolenia 158	Urz¹d Miasta i Gminy	Pilawa	498	UMPilawa	Urz¹d Miasta i Gminy Pilawa		Urz¹d Miasta i Gminy Pilawa		
2154	488	Sobolew	mazowieckie	garwoliñski	Sobolew	10	Urz¹d Gminy	08-460	ul. Rynek 1	Urz¹d Gminy	Sobolew	498	UMSobolew	Urz¹d Gminy Sobolew		Urz¹d Gminy Sobolew		
1336	489	Miastków Koœcielny	mazowieckie	garwoliñski	Miastków Koœcielny	10	Urz¹d Gminy	08-420	ul. Rynek 6	Urz¹d Gminy	Miastków Koœcielny	498	UMMiastków Koœcielny	Urz¹d Gminy Miastków Koœcielny		Urz¹d Gminy Miastków Koœcielny		
1295	490	Maciejowice	mazowieckie	garwoliñski	Maciejowice	10	Urz¹d Gminy	08-480	ul. Rynek 7	Urz¹d Gminy	w Maciejowicach	498	UMMaciejowicach	Urz¹d Gminy w Maciejowicach		Urz¹d Gminy w Maciejowicach		
1237	491	£askarzew	mazowieckie	garwoliñski	£askarzew	10	Urz¹d Gminy	08-450	ul. Rynek Du¿y im. J. Pi³sudzkiego 32	Urz¹d Gminy	w £askarzewie	498	UM£askarzewie	Urz¹d Gminy w £askarzewie		Urz¹d Gminy w £askarzewie		
1238	492	£askarzew	mazowieckie	garwoliñski	£askarzew	8	Urz¹d Miasta	08-450	ul. Rynek Du¿y im. J. Pi³sudzkiego 32	Urz¹d Miasta	£askarzew	498	UM£askarzew	Urz¹d Miasta £askarzew		Urz¹d Miasta £askarzew		
1684	493	Parysów	mazowieckie	garwoliñski	Parysów	10	Urz¹d Gminy	08-441	ul. Koœciuszki 28	Urz¹d Gminy	Parysów	498	UMParysów	Urz¹d Gminy Parysów		Urz¹d Gminy Parysów		
2803	494	¯elechów	mazowieckie	garwoliñski	¯elechów	9	Urz¹d Miasta i Gminy	08-430	ul. Pi³sudskiego 47	Urz¹d Miejski	w ¯elechowie	498	UM¯elechowie	Urz¹d Miejski w ¯elechowie		Urz¹d Miejski w ¯elechowie		
162	495	Borowie	mazowieckie	garwoliñski	Borowie	10	Urz¹d Gminy	08-412	ul. Sasimowskiego 2	Urz¹d Gminy	Borowie	498	UMBorowie	Urz¹d Gminy Borowie		Urz¹d Gminy Borowie		
509	496	Garwolin	mazowieckie	garwoliñski	Garwolin	10	Urz¹d Gminy	08-400	ul. Mazowiecka 16	Urz¹d Gminy	Garwolin	498	UMGarwolin	Urz¹d Gminy Garwolin		Urz¹d Gminy Garwolin		
510	497	Garwolin	mazowieckie	garwoliñski	Garwolin	8	Urz¹d Miasta	08-400	ul. Staszica 15	Urz¹d Miasta	Garwolin	498	UMGarwolin	Urz¹d Miasta Garwolin		Urz¹d Miasta Garwolin		
508	498	Garwolin	mazowieckie	garwoliñski	Garwolin	4	Starostwo Powiatowe	08-400	ul. Staszica 15			0	SPGarwolinie	Starostwo Powiatowe w Garwolinie		Starostwo Powiatowe w Garwolinie	a68102044760000880200224790	
2602	499	Wilga	mazowieckie	garwoliñski	Wilga	10	Urz¹d Gminy	08-470	ul. Warszawska 38	Urz¹d Gminy	Wilga	498	UMWilga	Urz¹d Gminy Wilga		Urz¹d Gminy Wilga		
615	500	Górzno	mazowieckie	garwoliñski	Górzno	10	Urz¹d Gminy	08-404	Górzno 131	Urz¹d Gminy	Górzno	498	UMGórzno	Urz¹d Gminy Górzno		Urz¹d Gminy Górzno		
2441	501	Trojanów	mazowieckie	garwoliñski	Trojanów	10	Urz¹d Gminy	08-455	Trojanów 57a	Urz¹d Gminy	w Trojanowie	498	UMTrojanowie	Urz¹d Gminy w Trojanowie		Urz¹d Gminy w Trojanowie		
2440	502	Tr¹bki Wielkie	pomorskie	gdañski	Tr¹bki Wielkie	10	Urz¹d Gminy	83-034	ul. Gdañska 12	Urz¹d Gminy	Tr¹bki Wielkie	507	UMTr¹bki Wielkie	Urz¹d Gminy Tr¹bki Wielkie		Urz¹d Gminy Tr¹bki Wielkie		
2274	503	Suchy D¹b	pomorskie	gdañski	Suchy D¹b	10	Urz¹d Gminy	83-022	ul. Gdañska 17	Urz¹d Gminy	w Suchym Dêbie	507	UMSuchym Dêbie	Urz¹d Gminy w Suchym Dêbie		Urz¹d Gminy w Suchym Dêbie		
1854	504	Przywidz	pomorskie	gdañski	Przywidz	10	Urz¹d Gminy	83-047	ul. Gdañska 7	Urz¹d Gminy	Przywidz	507	UMPrzywidz	Urz¹d Gminy Przywidz		Urz¹d Gminy Przywidz		
1818	505	Pruszcz Gdañski	pomorskie	gdañski	Pruszcz Gdañski	8	Urz¹d Miasta	83-000	ul. Grunwaldzka 20	Urz¹d Miasta	Pruszcz Gdañski	507	UMPruszcz Gdañski	Urz¹d Miasta Pruszcz Gdañski		Urz¹d Miasta Pruszcz Gdañski		
240	506	Cedry Wielkie	pomorskie	gdañski	Cedry Wielkie	10	Urz¹d Gminy	83-020	ul. M. P³a¿yñskiego 16	Urz¹d Gminy	Cedry Wielkie	507	UMCedry Wielkie	Urz¹d Gminy Cedry Wielkie		Urz¹d Gminy Cedry Wielkie		
1816	507	Pruszcz Gdañski	pomorskie	gdañski	Pruszcz Gdañski	4	Starostwo Powiatowe	83-000	ul. Wojska Polskiego 16			0	SPPruszczu Gdañskim	Starostwo Powiatowe w Pruszczu Gdañskim		Starostwo Powiatowe w Pruszczu Gdañskim	a56116022020000000101434927	
1857	508	Pszczó³ki	pomorskie	gdañski	Pszczó³ki	10	Urz¹d Gminy	83-032	ul. Pomorska 18	Urz¹d Gminy	w Pszczó³kach	507	UMPszczó³kach	Urz¹d Gminy w Pszczó³kach		Urz¹d Gminy w Pszczó³kach		
915	509	Kolbudy	pomorskie	gdañski	Kolbudy	10	Urz¹d Gminy	83-050	ul. Starom³yñska 1	Urz¹d Gminy	Kolbudy	507	UMKolbudy	Urz¹d Gminy Kolbudy		Urz¹d Gminy Kolbudy		
